"Dates","Price"
"1894-09-07",4.56
"1894-09-14",4.53
"1894-09-21",4.48
"1894-09-28",4.35
"1894-10-05",4.38
"1894-10-12",4.32
"1894-10-19",4.33
"1894-10-26",4.23
"1894-11-02",4.24
"1894-11-09",4.45
"1894-11-16",4.27
"1894-11-23",4.25
"1894-11-30",4.2
"1894-12-07",4.24
"1894-12-14",4.25
"1894-12-21",4.21
"1894-12-28",4.16
"1895-01-04",4.09
"1895-01-11",4.17
"1895-01-18",4.19
"1895-01-25",4.09
"1895-02-01",4.15
"1895-02-08",4.07
"1895-02-15",4.04
"1895-02-22",4.03
"1895-03-01",3.96
"1895-03-08",3.97
"1895-03-15",4.02
"1895-03-22",4.2
"1895-03-29",4.26
"1895-04-05",4.19
"1895-04-12",4.28
"1895-04-19",4.39
"1895-04-26",4.45
"1895-05-03",4.47
"1895-05-10",4.75
"1895-05-17",4.72
"1895-05-24",4.73
"1895-05-31",4.67
"1895-06-07",4.66
"1895-06-14",4.75
"1895-06-21",4.72
"1895-06-28",4.69
"1895-07-05",4.74
"1895-07-12",4.71
"1895-07-19",4.75
"1895-07-26",4.89
"1895-08-02",4.91
"1895-08-09",4.92
"1895-08-16",4.91
"1895-08-23",4.95
"1895-08-30",5.09
"1895-09-06",5.14
"1895-09-13",4.84
"1895-09-20",5.03
"1895-09-27",5.04
"1895-10-04",4.97
"1895-10-11",4.98
"1895-10-18",4.94
"1895-10-25",4.88
"1895-11-01",4.73
"1895-11-08",4.61
"1895-11-15",4.71
"1895-11-22",4.63
"1895-11-29",4.66
"1895-12-06",4.65
"1895-12-13",4.63
"1895-12-20",3.94
"1895-12-27",4.2
"1896-01-03",4.12
"1896-01-10",4.14
"1896-01-17",4.11
"1896-01-24",4.28
"1896-01-31",4.4
"1896-02-07",4.51
"1896-02-14",4.48
"1896-02-23",4.57
"1896-02-28",4.45
"1896-03-06",4.46
"1896-03-13",4.44
"1896-03-20",4.37
"1896-03-27",4.33
"1896-04-03",4.4
"1896-04-10",4.38
"1896-04-17",4.44
"1896-04-24",4.53
"1896-05-01",4.51
"1896-05-08",4.44
"1896-05-15",4.38
"1896-05-22",4.44
"1896-05-31",4.38
"1896-06-05",4.36
"1896-06-12",4.34
"1896-06-19",4.37
"1896-06-26",4.17
"1896-07-05",4
"1896-07-10",4.08
"1896-07-17",3.67
"1896-07-24",3.71
"1896-07-31",3.66
"1896-08-07",3.29
"1896-08-14",3.55
"1896-08-21",3.54
"1896-08-28",3.6
"1896-09-04",3.88
"1896-09-11",3.85
"1896-09-18",3.85
"1896-09-25",4.04
"1896-10-02",3.99
"1896-10-09",3.86
"1896-10-16",3.9
"1896-10-23",4.16
"1896-10-30",4.23
"1896-11-06",4.6
"1896-11-13",4.61
"1896-11-20",4.47
"1896-11-27",4.39
"1896-12-04",4.43
"1896-12-11",4.36
"1896-12-18",4.15
"1896-12-27",4.2
"1897-01-01",4.26
"1897-01-08",4.28
"1897-01-15",4.44
"1897-01-22",4.34
"1897-01-29",4.42
"1897-02-05",4.34
"1897-02-12",4.24
"1897-02-19",4.28
"1897-02-26",4.37
"1897-03-05",4.36
"1897-03-12",4.43
"1897-03-19",4.37
"1897-03-26",4.15
"1897-04-02",4.16
"1897-04-09",4.15
"1897-04-16",4.06
"1897-04-23",4.05
"1897-04-30",4.04
"1897-05-07",4.11
"1897-05-14",4.05
"1897-05-21",4.08
"1897-05-28",4.18
"1897-06-04",4.3
"1897-06-11",4.39
"1897-06-18",4.43
"1897-06-25",4.55
"1897-07-02",4.53
"1897-07-09",4.53
"1897-07-16",4.63
"1897-07-23",4.81
"1897-07-30",4.85
"1897-08-06",5.17
"1897-08-13",5.22
"1897-08-20",5.16
"1897-08-27",5.34
"1897-09-03",5.5
"1897-09-10",5.57
"1897-09-17",5.6
"1897-09-24",5.33
"1897-10-01",5.34
"1897-10-08",5.18
"1897-10-15",5.01
"1897-10-22",5.1
"1897-10-29",5.04
"1897-11-05",4.8
"1897-11-12",4.91
"1897-11-19",4.89
"1897-11-26",4.94
"1897-12-03",5.01
"1897-12-10",5.12
"1897-12-17",5.13
"1897-12-26",5.16
"1898-01-02",5.14
"1898-01-07",5.26
"1898-01-14",5.17
"1898-01-21",5.16
"1898-01-28",5.34
"1898-02-04",5.39
"1898-02-13",5.37
"1898-02-18",5.18
"1898-02-25",4.93
"1898-03-04",4.94
"1898-03-11",4.61
"1898-03-18",4.81
"1898-03-25",4.62
"1898-04-01",4.76
"1898-04-08",4.82
"1898-04-15",4.73
"1898-04-22",4.69
"1898-04-29",4.82
"1898-05-06",5.22
"1898-05-13",5.25
"1898-05-20",5.3
"1898-05-27",5.42
"1898-06-03",5.52
"1898-06-10",5.5
"1898-06-17",5.39
"1898-06-24",5.46
"1898-07-03",5.44
"1898-07-08",5.5
"1898-07-15",5.37
"1898-07-22",5.42
"1898-07-29",5.5
"1898-08-05",5.67
"1898-08-12",5.71
"1898-08-21",5.87
"1898-08-26",5.94
"1898-09-04",5.86
"1898-09-09",5.74
"1898-09-16",5.75
"1898-09-23",5.68
"1898-09-30",5.45
"1898-10-07",5.51
"1898-10-14",5.44
"1898-10-21",5.49
"1898-10-28",5.56
"1898-11-04",5.59
"1898-11-11",5.79
"1898-11-18",5.81
"1898-11-25",5.87
"1898-12-02",5.96
"1898-12-09",6.11
"1898-12-16",6.08
"1898-12-25",6.15
"1899-01-01",6.22
"1899-01-06",6.26
"1899-01-13",6.41
"1899-01-20",6.61
"1899-01-27",6.78
"1899-02-03",6.71
"1899-02-12",6.66
"1899-02-17",6.88
"1899-02-24",6.93
"1899-03-03",6.85
"1899-03-10",6.92
"1899-03-17",7.03
"1899-03-24",7.17
"1899-03-31",7.38
"1899-04-07",7.18
"1899-04-14",7.39
"1899-04-21",7.41
"1899-04-28",7.33
"1899-05-05",7.04
"1899-05-12",6.72
"1899-05-19",6.88
"1899-05-26",6.76
"1899-06-02",6.75
"1899-06-09",6.96
"1899-06-16",6.86
"1899-06-23",6.87
"1899-06-30",7.05
"1899-07-07",7.07
"1899-07-14",7.04
"1899-07-21",7.08
"1899-07-28",7.17
"1899-08-04",7.15
"1899-08-11",7.25
"1899-08-18",7.3
"1899-08-25",7.28
"1899-09-01",7.29
"1899-09-08",7.29
"1899-09-15",7
"1899-09-22",7.04
"1899-10-01",6.97
"1899-10-06",6.95
"1899-10-13",6.87
"1899-10-20",7.03
"1899-10-27",7.18
"1899-11-03",7.18
"1899-11-10",6.99
"1899-11-17",7.2
"1899-11-26",7.18
"1899-12-01",7.18
"1899-12-08",6.81
"1899-12-15",6.44
"1899-12-22",6.16
"1899-12-29",6.56
"1900-01-05",6.55
"1900-01-12",6.48
"1900-01-19",6.52
"1900-01-26",6.46
"1900-02-02",6.68
"1900-02-09",6.64
"1900-02-16",6.61
"1900-02-23",6.52
"1900-03-02",6.47
"1900-03-09",6.45
"1900-03-16",6.49
"1900-03-23",6.68
"1900-03-30",6.82
"1900-04-06",6.85
"1900-04-15",6.77
"1900-04-20",6.52
"1900-04-27",6.55
"1900-05-04",6.51
"1900-05-11",6.23
"1900-05-18",6.37
"1900-05-25",6.28
"1900-06-01",6.43
"1900-06-08",6.2
"1900-06-15",6.07
"1900-06-22",5.88
"1900-06-29",6.01
"1900-07-06",6.07
"1900-07-13",6.09
"1900-07-20",6.24
"1900-07-27",6.21
"1900-08-03",6.23
"1900-08-10",6.24
"1900-08-17",6.3
"1900-08-24",6.25
"1900-09-02",6.25
"1900-09-07",6.25
"1900-09-14",6.11
"1900-09-21",5.92
"1900-09-28",6.03
"1900-10-05",6.15
"1900-10-12",6.19
"1900-10-19",6.46
"1900-10-26",6.49
"1900-11-02",6.48
"1900-11-09",6.94
"1900-11-16",7.19
"1900-11-23",7.12
"1900-11-30",7.18
"1900-12-07",7.02
"1900-12-14",7.25
"1900-12-21",7.55
"1900-12-28",7.64
"1901-01-04",7.61
"1901-01-11",7.73
"1901-01-18",7.4
"1901-01-25",7.59
"1901-02-03",7.73
"1901-02-08",7.89
"1901-02-15",7.88
"1901-02-24",7.74
"1901-03-01",7.74
"1901-03-08",7.82
"1901-03-15",7.93
"1901-03-22",8.08
"1901-03-29",8.21
"1901-04-07",8.44
"1901-04-12",8.57
"1901-04-19",8.84
"1901-04-28",8.85
"1901-05-03",9.03
"1901-05-12",8.55
"1901-05-17",8.63
"1901-05-24",8.54
"1901-05-31",8.97
"1901-06-07",8.95
"1901-06-14",9.17
"1901-06-21",9.13
"1901-06-28",9.16
"1901-07-07",8.98
"1901-07-12",8.35
"1901-07-19",8.43
"1901-07-26",8.47
"1901-08-02",8.36
"1901-08-09",8.25
"1901-08-16",8.41
"1901-08-23",8.69
"1901-09-01",8.7
"1901-09-06",8.25
"1901-09-15",8.14
"1901-09-20",8.53
"1901-09-27",8.36
"1901-10-04",8.09
"1901-10-11",8.27
"1901-10-18",8.31
"1901-10-25",8.38
"1901-11-01",8.42
"1901-11-08",8.59
"1901-11-15",8.56
"1901-11-22",8.63
"1901-11-29",8.56
"1901-12-06",8.37
"1901-12-13",8.28
"1901-12-20",8.43
"1901-12-27",8.53
"1902-01-03",8.59
"1902-01-10",8.51
"1902-01-17",8.46
"1902-01-24",8.43
"1902-01-31",8.56
"1902-02-07",8.64
"1902-02-14",8.61
"1902-02-23",8.55
"1902-02-28",8.54
"1902-03-07",8.6
"1902-03-14",8.63
"1902-03-21",8.76
"1902-03-30",8.72
"1902-04-04",8.81
"1902-04-11",8.78
"1902-04-18",8.99
"1902-04-25",8.99
"1902-05-02",8.95
"1902-05-09",8.89
"1902-05-16",8.76
"1902-05-23",8.92
"1902-06-01",8.9
"1902-06-06",8.82
"1902-06-13",8.94
"1902-06-20",8.91
"1902-06-27",8.88
"1902-07-06",8.97
"1902-07-11",9.04
"1902-07-18",9.25
"1902-07-25",9.34
"1902-08-01",9.21
"1902-08-10",9.3
"1902-08-15",9.25
"1902-08-22",9.27
"1902-08-31",9.33
"1902-09-05",9.38
"1902-09-12",9.37
"1902-09-19",9.43
"1902-09-26",9.21
"1902-10-03",9.05
"1902-10-10",8.81
"1902-10-17",9.13
"1902-10-24",9.06
"1902-10-31",8.98
"1902-11-07",8.66
"1902-11-14",8.51
"1902-11-21",8.72
"1902-11-28",8.65
"1902-12-05",8.58
"1902-12-12",8.33
"1902-12-19",8.56
"1902-12-26",8.73
"1903-01-02",8.82
"1903-01-09",8.97
"1903-01-16",8.91
"1903-01-23",8.8
"1903-01-30",8.84
"1903-02-06",8.91
"1903-02-13",8.93
"1903-02-22",8.84
"1903-02-27",8.66
"1903-03-06",8.38
"1903-03-13",8.4
"1903-03-20",8.54
"1903-03-27",8.24
"1903-04-03",8.19
"1903-04-12",8.18
"1903-04-17",8.25
"1903-04-24",8.27
"1903-05-01",8.26
"1903-05-08",8.24
"1903-05-15",8.12
"1903-05-22",7.93
"1903-05-31",7.82
"1903-06-05",7.69
"1903-06-12",7.76
"1903-06-19",7.63
"1903-06-26",7.63
"1903-07-05",7.71
"1903-07-10",7.44
"1903-07-17",7.32
"1903-07-24",6.96
"1903-07-31",7.09
"1903-08-07",6.66
"1903-08-14",7.25
"1903-08-21",7.13
"1903-08-28",7.24
"1903-09-06",7.21
"1903-09-11",7.12
"1903-09-18",6.88
"1903-09-25",6.61
"1903-10-02",6.74
"1903-10-09",6.52
"1903-10-16",6.65
"1903-10-23",6.61
"1903-10-30",6.7
"1903-11-06",6.62
"1903-11-13",6.52
"1903-11-20",6.65
"1903-11-27",6.68
"1903-12-04",6.88
"1903-12-11",6.86
"1903-12-18",6.98
"1903-12-27",7.07
"1904-01-01",6.97
"1904-01-08",7.04
"1904-01-15",7.02
"1904-01-22",7.25
"1904-01-29",7.11
"1904-02-05",6.93
"1904-02-12",6.87
"1904-02-19",6.79
"1904-02-26",6.73
"1904-03-04",6.75
"1904-03-11",6.67
"1904-03-18",6.95
"1904-03-25",6.92
"1904-04-01",7.01
"1904-04-08",7.08
"1904-04-15",7.04
"1904-04-22",7.06
"1904-04-29",7
"1904-05-06",6.95
"1904-05-13",6.84
"1904-05-20",6.91
"1904-05-29",6.89
"1904-06-03",6.89
"1904-06-10",7.01
"1904-06-17",7.01
"1904-06-24",7.08
"1904-07-03",7.11
"1904-07-08",7.27
"1904-07-15",7.41
"1904-07-22",7.49
"1904-07-29",7.37
"1904-08-05",7.45
"1904-08-12",7.6
"1904-08-19",7.56
"1904-08-26",7.72
"1904-09-04",7.79
"1904-09-09",7.97
"1904-09-16",7.9
"1904-09-23",7.88
"1904-09-30",8.04
"1904-10-07",8.12
"1904-10-14",8.4
"1904-10-21",8.53
"1904-10-28",8.6
"1904-11-04",8.53
"1904-11-11",8.82
"1904-11-18",8.89
"1904-11-25",8.97
"1904-12-02",9.12
"1904-12-09",8.9
"1904-12-16",8.79
"1904-12-25",8.78
"1904-12-30",8.9
"1905-01-06",8.86
"1905-01-13",8.99
"1905-01-20",9.02
"1905-01-27",9.1
"1905-02-03",9.2
"1905-02-10",9.29
"1905-02-17",9.33
"1905-02-24",9.57
"1905-03-03",9.54
"1905-03-10",9.69
"1905-03-17",9.57
"1905-03-24",9.66
"1905-03-31",9.69
"1905-04-07",9.77
"1905-04-14",9.85
"1905-04-23",9.61
"1905-04-28",9.13
"1905-05-05",9.17
"1905-05-12",9.27
"1905-05-19",8.93
"1905-05-26",8.98
"1905-06-02",9.01
"1905-06-09",9.18
"1905-06-16",9.07
"1905-06-23",9.29
"1905-06-30",9.49
"1905-07-07",9.64
"1905-07-14",9.63
"1905-07-21",9.49
"1905-07-28",9.75
"1905-08-04",9.83
"1905-08-11",10.02
"1905-08-18",10.05
"1905-08-25",10.14
"1905-09-01",9.89
"1905-09-08",9.82
"1905-09-15",10.04
"1905-09-22",10.13
"1905-09-29",10.12
"1905-10-06",10.07
"1905-10-13",10.04
"1905-10-20",10.19
"1905-10-27",10.04
"1905-11-03",10.13
"1905-11-10",9.96
"1905-11-17",10.15
"1905-11-24",10.27
"1905-12-01",10.26
"1905-12-08",10.45
"1905-12-15",10.59
"1905-12-22",10.63
"1905-12-29",10.67
"1906-01-05",10.77
"1906-01-12",10.99
"1906-01-19",11.17
"1906-01-26",11.04
"1906-02-02",10.83
"1906-02-09",10.88
"1906-02-16",10.56
"1906-02-23",10.61
"1906-03-02",10.41
"1906-03-09",10.54
"1906-03-16",10.48
"1906-03-23",10.49
"1906-03-30",10.67
"1906-04-06",10.6
"1906-04-13",10.66
"1906-04-20",10.4
"1906-04-27",9.79
"1906-05-04",9.94
"1906-05-11",10.25
"1906-05-18",10.2
"1906-05-25",10.28
"1906-06-01",10.39
"1906-06-08",10.4
"1906-06-15",10.16
"1906-06-22",10.15
"1906-06-29",9.81
"1906-07-06",9.93
"1906-07-13",9.72
"1906-07-20",10
"1906-07-27",10.29
"1906-08-03",10.32
"1906-08-10",10.41
"1906-08-17",10.77
"1906-08-24",10.88
"1906-08-31",10.77
"1906-09-07",10.83
"1906-09-14",10.91
"1906-09-21",10.86
"1906-09-28",10.78
"1906-10-05",10.85
"1906-10-12",10.87
"1906-10-19",10.47
"1906-10-26",10.53
"1906-11-02",10.63
"1906-11-09",10.52
"1906-11-16",10.8
"1906-11-23",10.72
"1906-11-30",10.81
"1906-12-07",10.81
"1906-12-14",10.85
"1906-12-21",10.38
"1906-12-28",10.35
"1907-01-04",10.6
"1907-01-11",10.45
"1907-01-18",10.05
"1907-01-25",10.02
"1907-02-01",9.75
"1907-02-08",9.84
"1907-02-15",10
"1907-02-24",9.8
"1907-03-01",9.54
"1907-03-08",9.06
"1907-03-15",8.88
"1907-03-22",8.27
"1907-03-31",8.6
"1907-04-05",8.96
"1907-04-12",8.72
"1907-04-19",8.8
"1907-04-26",8.9
"1907-05-03",8.96
"1907-05-10",8.76
"1907-05-17",8.65
"1907-05-24",8.38
"1907-05-31",8.23
"1907-06-07",8.44
"1907-06-14",8.21
"1907-06-21",8.21
"1907-06-28",8.57
"1907-07-05",8.76
"1907-07-12",8.64
"1907-07-19",8.72
"1907-07-26",8.73
"1907-08-02",8.52
"1907-08-09",7.96
"1907-08-16",7.65
"1907-08-23",7.63
"1907-09-01",7.89
"1907-09-06",8.07
"1907-09-13",7.79
"1907-09-20",8.01
"1907-09-27",7.68
"1907-10-04",7.71
"1907-10-11",7.31
"1907-10-18",7.01
"1907-10-25",6.75
"1907-11-01",6.63
"1907-11-08",6.65
"1907-11-15",6.44
"1907-11-22",6.51
"1907-11-29",6.83
"1907-12-06",7.08
"1907-12-13",6.83
"1907-12-20",6.99
"1907-12-27",6.91
"1908-01-03",7.09
"1908-01-10",7.39
"1908-01-17",7.51
"1908-01-24",7.22
"1908-01-31",7.17
"1908-02-07",6.95
"1908-02-14",6.82
"1908-02-23",6.92
"1908-02-28",6.87
"1908-03-06",7.12
"1908-03-13",7.41
"1908-03-20",7.41
"1908-03-27",7.53
"1908-04-03",7.42
"1908-04-10",7.54
"1908-04-19",7.55
"1908-04-24",7.72
"1908-05-01",7.87
"1908-05-08",8.03
"1908-05-15",8.26
"1908-05-22",8.03
"1908-05-31",7.98
"1908-06-05",8.13
"1908-06-12",8.03
"1908-06-19",7.99
"1908-06-26",7.96
"1908-07-05",8.04
"1908-07-10",8.21
"1908-07-17",8.45
"1908-07-24",8.6
"1908-07-31",8.68
"1908-08-07",8.88
"1908-08-14",8.67
"1908-08-21",8.7
"1908-08-28",8.93
"1908-09-06",8.9
"1908-09-11",8.88
"1908-09-18",8.55
"1908-09-25",8.56
"1908-10-02",8.76
"1908-10-09",8.65
"1908-10-16",8.74
"1908-10-23",8.88
"1908-10-30",8.89
"1908-11-06",9.34
"1908-11-13",9.47
"1908-11-20",9.3
"1908-11-27",9.48
"1908-12-04",9.43
"1908-12-11",9.51
"1908-12-18",9.29
"1908-12-27",9.48
"1909-01-01",9.65
"1909-01-08",9.49
"1909-01-15",9.53
"1909-01-22",9.55
"1909-01-29",9.36
"1909-02-05",9.41
"1909-02-14",9.52
"1909-02-19",9.32
"1909-02-26",9.25
"1909-03-05",9.24
"1909-03-12",9.24
"1909-03-19",9.3
"1909-03-26",9.52
"1909-04-02",9.68
"1909-04-11",9.8
"1909-04-16",9.76
"1909-04-23",9.83
"1909-04-30",9.87
"1909-05-07",10.04
"1909-05-14",10.07
"1909-05-21",10.1
"1909-05-30",10.11
"1909-06-04",10.33
"1909-06-11",10.32
"1909-06-18",10.13
"1909-06-25",10.15
"1909-07-04",10.27
"1909-07-09",10.25
"1909-07-16",10.36
"1909-07-23",10.37
"1909-07-30",10.58
"1909-08-06",10.71
"1909-08-13",10.84
"1909-08-20",10.7
"1909-08-27",10.45
"1909-09-05",10.63
"1909-09-10",10.47
"1909-09-17",10.74
"1909-09-26",10.63
"1909-10-01",10.78
"1909-10-08",10.58
"1909-10-15",10.62
"1909-10-22",10.32
"1909-10-29",10.57
"1909-11-05",10.54
"1909-11-12",10.5
"1909-11-19",10.51
"1909-11-26",10.42
"1909-12-03",10.43
"1909-12-10",10.49
"1909-12-17",10.59
"1909-12-26",10.54
"1910-01-02",10.61
"1910-01-07",10.5
"1910-01-14",10.14
"1910-01-21",10.12
"1910-01-28",9.97
"1910-02-04",9.73
"1910-02-13",9.8
"1910-02-18",9.96
"1910-02-25",9.92
"1910-03-04",10.06
"1910-03-11",10.08
"1910-03-18",9.98
"1910-03-27",9.96
"1910-04-01",9.82
"1910-04-08",9.77
"1910-04-15",10.06
"1910-04-22",9.84
"1910-04-29",9.5
"1910-05-06",9.6
"1910-05-13",9.79
"1910-05-20",9.9
"1910-05-29",9.76
"1910-06-03",9.25
"1910-06-10",9.29
"1910-06-17",9.44
"1910-06-24",9.44
"1910-07-03",9
"1910-07-08",9
"1910-07-15",9.02
"1910-07-22",8.71
"1910-07-29",8.67
"1910-08-05",8.82
"1910-08-12",9.04
"1910-08-19",9.04
"1910-08-26",8.9
"1910-09-04",8.84
"1910-09-09",8.86
"1910-09-16",8.89
"1910-09-23",8.93
"1910-09-30",9.09
"1910-10-07",9.16
"1910-10-14",9.44
"1910-10-21",9.48
"1910-10-28",9.37
"1910-11-04",9.43
"1910-11-11",9.23
"1910-11-18",9.39
"1910-11-25",9.37
"1910-12-02",8.98
"1910-12-09",9.06
"1910-12-16",9.08
"1910-12-25",9.06
"1910-12-30",9.1
"1911-01-06",9.25
"1911-01-13",9.29
"1911-01-20",9.35
"1911-01-27",9.41
"1911-02-03",9.58
"1911-02-10",9.56
"1911-02-17",9.53
"1911-02-24",9.37
"1911-03-03",9.22
"1911-03-10",9.26
"1911-03-17",9.35
"1911-03-24",9.36
"1911-03-31",9.38
"1911-04-07",9.37
"1911-04-16",9.35
"1911-04-21",9.22
"1911-04-28",9.41
"1911-05-05",9.4
"1911-05-12",9.38
"1911-05-19",9.65
"1911-05-26",9.62
"1911-06-02",9.73
"1911-06-09",9.78
"1911-06-16",9.74
"1911-06-23",9.8
"1911-06-30",9.74
"1911-07-07",9.71
"1911-07-14",9.74
"1911-07-21",9.82
"1911-07-28",9.73
"1911-08-04",9.39
"1911-08-11",9.11
"1911-08-18",9.21
"1911-08-25",8.96
"1911-09-03",8.98
"1911-09-08",8.85
"1911-09-15",8.9
"1911-09-22",8.67
"1911-09-29",8.78
"1911-10-06",8.8
"1911-10-13",9.01
"1911-10-20",8.96
"1911-10-27",8.87
"1911-11-03",9.14
"1911-11-10",9.3
"1911-11-17",9.29
"1911-11-24",9.35
"1911-12-01",9.26
"1911-12-08",9.13
"1911-12-15",9.34
"1911-12-24",9.3
"1911-12-29",9.27
"1912-01-05",9.28
"1912-01-12",9.2
"1912-01-19",9.3
"1912-01-26",9.18
"1912-02-02",9.13
"1912-02-09",9.13
"1912-02-16",9.17
"1912-02-23",9.18
"1912-03-01",9.23
"1912-03-08",9.32
"1912-03-15",9.34
"1912-03-22",9.58
"1912-03-29",9.63
"1912-04-05",9.76
"1912-04-12",9.69
"1912-04-19",9.7
"1912-04-26",9.86
"1912-05-03",9.69
"1912-05-10",9.77
"1912-05-17",9.82
"1912-05-24",9.78
"1912-05-31",9.6
"1912-06-07",9.73
"1912-06-14",9.64
"1912-06-21",9.72
"1912-06-28",9.74
"1912-07-05",9.73
"1912-07-12",9.54
"1912-07-19",9.7
"1912-07-26",9.7
"1912-08-02",9.81
"1912-08-09",9.93
"1912-08-16",9.94
"1912-08-23",9.89
"1912-09-01",9.9
"1912-09-06",9.86
"1912-09-13",9.78
"1912-09-20",10
"1912-09-27",10.09
"1912-10-04",10.1
"1912-10-13",9.92
"1912-10-18",9.98
"1912-10-25",9.8
"1912-11-03",9.77
"1912-11-08",9.77
"1912-11-15",9.79
"1912-11-22",9.78
"1912-11-29",9.81
"1912-12-06",9.56
"1912-12-13",9.34
"1912-12-20",9.48
"1912-12-27",9.42
"1913-01-03",9.51
"1913-01-10",9.52
"1913-01-17",9.29
"1913-01-24",9.18
"1913-01-31",9.25
"1913-02-07",9.21
"1913-02-14",8.99
"1913-02-23",8.86
"1913-02-28",8.9
"1913-03-07",8.81
"1913-03-14",8.81
"1913-03-23",8.72
"1913-03-28",8.97
"1913-04-04",9.1
"1913-04-11",9.01
"1913-04-18",8.94
"1913-04-25",8.78
"1913-05-02",8.72
"1913-05-09",8.7
"1913-05-16",8.67
"1913-05-23",8.8
"1913-06-01",8.63
"1913-06-06",8.32
"1913-06-13",8.39
"1913-06-20",8.23
"1913-06-27",8.36
"1913-07-06",8.36
"1913-07-11",8.32
"1913-07-18",8.45
"1913-07-25",8.59
"1913-08-01",8.51
"1913-08-08",8.6
"1913-08-15",8.64
"1913-08-22",8.66
"1913-08-31",8.73
"1913-09-05",8.67
"1913-09-12",8.9
"1913-09-19",8.84
"1913-09-26",8.79
"1913-10-03",8.7
"1913-10-10",8.48
"1913-10-17",8.41
"1913-10-24",8.48
"1913-10-31",8.45
"1913-11-07",8.32
"1913-11-14",8.36
"1913-11-21",8.3
"1913-11-28",8.3
"1913-12-05",8.38
"1913-12-12",8.3
"1913-12-19",8.43
"1913-12-26",8.45
"1914-01-02",8.41
"1914-01-09",8.49
"1914-01-16",8.66
"1914-01-23",8.84
"1914-01-30",8.89
"1914-02-06",8.77
"1914-02-13",8.78
"1914-02-20",8.71
"1914-02-27",8.65
"1914-03-06",8.5
"1914-03-13",8.55
"1914-03-20",8.64
"1914-03-27",8.54
"1914-04-03",8.59
"1914-04-10",8.51
"1914-04-17",8.36
"1914-04-24",8.13
"1914-05-01",8.38
"1914-05-08",8.34
"1914-05-15",8.46
"1914-05-22",8.5
"1914-05-31",8.5
"1914-06-05",8.48
"1914-06-12",8.5
"1914-06-19",8.49
"1914-06-26",8.35
"1914-07-05",8.46
"1914-07-10",8.41
"1914-07-17",8.32
"1914-07-24",8.1
"1914-08-02",7.39
"1914-12-11",7.55
"1914-12-18",7.63
"1914-12-25",7.36
"1915-01-01",7.46
"1915-01-08",7.64
"1915-01-15",7.75
"1915-01-22",7.93
"1915-01-29",7.76
"1915-02-05",7.64
"1915-02-12",7.69
"1915-02-19",7.52
"1915-02-26",7.48
"1915-03-05",7.62
"1915-03-12",7.62
"1915-03-19",7.68
"1915-03-26",7.96
"1915-04-02",8.08
"1915-04-09",8.43
"1915-04-16",8.7
"1915-04-23",8.75
"1915-04-30",8.79
"1915-05-07",8.13
"1915-05-14",8.03
"1915-05-21",8.28
"1915-05-28",8.18
"1915-06-04",8.45
"1915-06-11",8.62
"1915-06-18",8.57
"1915-06-25",8.58
"1915-07-02",8.42
"1915-07-09",8.24
"1915-07-16",8.46
"1915-07-23",8.57
"1915-07-30",8.73
"1915-08-06",8.88
"1915-08-13",9.02
"1915-08-20",8.8
"1915-08-27",9.18
"1915-09-03",9.17
"1915-09-10",9.13
"1915-09-17",9.34
"1915-09-24",9.69
"1915-10-01",9.89
"1915-10-08",10.11
"1915-10-15",10.15
"1915-10-22",10.36
"1915-10-29",10.59
"1915-11-05",10.47
"1915-11-12",10.54
"1915-11-19",10.53
"1915-11-26",10.63
"1915-12-03",10.58
"1915-12-10",10.54
"1915-12-17",10.58
"1915-12-26",10.68
"1916-01-02",10.7
"1916-01-07",10.58
"1916-01-14",10.5
"1916-01-21",10.33
"1916-01-28",10.01
"1916-02-04",10.08
"1916-02-13",10.3
"1916-02-18",10.15
"1916-02-25",10.02
"1916-03-03",9.93
"1916-03-10",10.05
"1916-03-17",10.3
"1916-03-24",10.13
"1916-03-31",10.08
"1916-04-07",10.09
"1916-04-14",9.95
"1916-04-21",9.5
"1916-04-28",9.89
"1916-05-05",9.94
"1916-05-12",10.1
"1916-05-19",10.28
"1916-05-26",10.22
"1916-06-02",10.24
"1916-06-09",10.39
"1916-06-16",10.28
"1916-06-23",10.05
"1916-06-30",10.05
"1916-07-07",10.13
"1916-07-14",9.94
"1916-07-21",10.05
"1916-07-28",9.94
"1916-08-04",9.91
"1916-08-11",10.09
"1916-08-18",10.18
"1916-08-25",10.27
"1916-09-01",10.17
"1916-09-08",10.4
"1916-09-15",10.7
"1916-09-22",10.83
"1916-09-29",10.99
"1916-10-06",11.09
"1916-10-13",10.75
"1916-10-20",11.06
"1916-10-27",11.09
"1916-11-03",11.16
"1916-11-10",11.14
"1916-11-17",11.28
"1916-11-24",11.26
"1916-12-01",11.15
"1916-12-08",11.02
"1916-12-15",10.67
"1916-12-22",10.36
"1916-12-31",10.34
"1917-01-05",10.4
"1917-01-12",10.25
"1917-01-19",10.47
"1917-01-26",10.37
"1917-02-02",9.71
"1917-02-09",9.69
"1917-02-16",9.83
"1917-02-23",9.85
"1917-03-02",9.88
"1917-03-09",10.02
"1917-03-16",10.02
"1917-03-23",10.33
"1917-03-30",10.11
"1917-04-06",9.82
"1917-04-13",9.89
"1917-04-20",9.7
"1917-04-27",9.78
"1917-05-04",9.39
"1917-05-11",9.33
"1917-05-18",9.57
